emp_no,first_name,second_name,birth_date,wage,hire_date
4363,Andrew,Valdez,1993-09-14,97932.17,2019-04-25
4364,Brent,Sanders,1994-01-18,92340.57,2018-07-19
4365,Gary,Brooks,1997-10-09,65010.94,2021-11-29
4366,Susan,Howard,1990-03-30,74650.61,2020-06-15
4367,Christine,Adams,1982-03-01,68463.28,2019-02-12
4368,Sophia,Hester,1984-01-08,55668.14,2018-05-16
4369,Joel,Reilly,1995-01-18,49605.54,2020-03-12
4370,Tara,Bullock,1991-09-19,91268.17,2018-06-16
4371,Mark,Chavez,1980-09-19,59582.58,2020-03-15
4372,Taylor,Clark,1979-06-24,65322.68,2021-03-28
4373,Andrea,Grant,1978-07-07,67025.42,2020-07-28
4374,Gary,Ruiz,1978-10-23,32296.72,2020-02-19
4375,Ashley,Carter,1998-04-03,59968.14,2018-02-07
4376,Dakota,Martin,1998-03-18,1652.54,2019-07-02
4377,Veronica,Flores,1982-11-14,69212.4,2021-12-04
4378,Scott,Hays,1990-09-26,58184.18,2020-04-26
4379,Jimmy,Dorsey,1993-10-29,72960.75,2018-07-02
4380,Jonathan,Martin,1991-11-18,97672.42,2020-04-12
4381,Juan,Jones,1987-08-06,31915.48,2020-08-30
4382,Leonard,Cooper,1994-03-11,34890.66,2021-01-07
4383,Cynthia,Higgins,1983-11-21,38154.24,2021-03-30
4384,Jill,Rodriguez,1985-01-06,2486.88,2019-09-07
4385,Bradley,Williams,1988-02-29,60631.63,2021-11-11
4386,Megan,Jones,1984-10-17,14112.66,2021-05-21
4387,Joseph,Winters,1978-04-03,55855.29,2021-01-06
4388,Cynthia,Williams,1998-12-15,37631.81,2018-04-08
4389,Mrs.,Rebecca,1979-08-30,3673.78,2018-08-25
4390,Courtney,Villanueva,1993-02-15,33565.65,2020-05-21
4391,Kyle,Mcdonald,1986-05-15,30561.57,2020-12-28
4392,Lindsey,Steele,1983-05-31,49248.73,2021-09-08
4393,Mathew,Farmer,1983-09-15,66377.87,2018-08-19
4394,Michael,James,1980-10-09,33796.45,2018-05-24
4395,Stephen,Mora,1984-03-01,72719.7,2020-12-18
4396,Alan,Lucas,1980-02-17,79817.92,2020-12-12
4397,Jennifer,Jimenez,1995-03-15,25351.22,2020-05-26
4398,Jacob,Davis,1997-03-17,26555.43,2020-07-12
4399,Steven,Rodriguez,1994-03-01,94483.25,2019-01-04
4400,Lisa,Hampton,1983-02-16,67402.68,2021-10-24
4401,Robert,Steele,1977-05-23,76262.59,2020-08-02
4402,William,Elliott,1996-04-30,74567.3,2019-09-30
4403,Stephanie,Irwin,1990-07-15,65247.9,2020-05-20
4404,Karl,Lopez,2000-02-23,41006.11,2021-01-29
4405,John,Phillips,1987-11-25,2279.57,2019-10-05
4406,Seth,Wilson,1986-07-08,85163.11,2020-02-14
4407,Andrew,Hanna,1989-06-24,2937.13,2019-11-05
4408,Ronnie,Gaines,1995-02-18,65213.53,2021-07-06
4409,Michelle,Brock,1993-09-30,31554.76,2018-06-26
4410,Richard,Chang,1998-03-25,87574.58,2019-04-08
4411,Justin,Martin,1993-04-23,15471.02,2018-10-27
4412,Richard,White,1983-08-09,41555.23,2018-10-12
4413,Mrs.,Carrie,1986-02-26,93632.76,2021-05-15
4414,Brian,Weber,1988-05-16,91316.62,2020-10-19
4415,Dylan,Ray,1981-05-28,81728.62,2021-02-16
4416,Michael,Woods,1979-12-31,32095.93,2021-10-29
4417,Melinda,Melendez,1995-10-05,61130.1,2018-02-07
4418,Emily,Rodriguez,1992-11-05,65701.11,2021-04-14
4419,Michael,Franklin,1990-01-07,43413.13,2020-01-30
4420,Heather,Smith,1995-06-26,91111.02,2020-08-21
4421,Logan,Castro,1999-07-05,44932.19,2021-02-05
4422,Michael,Sampson,1999-03-24,35974.46,2020-09-21
4423,Clayton,Cummings,1993-08-30,51222.46,2021-09-28
4424,Amanda,Dalton,1978-10-15,78130.19,2018-05-22
4425,Nicole,Garcia,1986-11-19,72871.95,2020-01-27
4426,Anthony,Cain,1980-04-17,90924.18,2018-07-04
4427,Stephen,Larson,1990-05-31,84467.88,2019-04-22
4428,Jenna,Ford,1993-04-16,69695.04,2019-10-27
4429,Christopher,Curtis,1984-11-08,82254.79,2020-08-20
4430,James,Crawford,1984-05-06,77942.42,2020-09-07
4431,Stephanie,Doyle,1997-01-15,63496.96,2021-03-18
4432,Sandra,Taylor,1989-03-12,36313.12,2018-04-12
4433,James,Nguyen,1987-07-22,19642.04,2019-03-19
4434,Kevin,Hill,1988-04-08,51915.32,2018-07-11
4435,Mr.,Juan,1981-12-13,27014.39,2019-08-05
4436,Pamela,Miller,1993-01-24,73594.84,2018-11-02
4437,Hannah,Bonilla,1991-06-17,37504.77,2018-05-04
4438,Douglas,Crawford,1984-05-27,70234.97,2020-09-17
4439,Jennifer,Moyer,1979-09-08,44870.43,2018-12-23
4440,Heather,Brown,1988-10-11,71996.24,2019-06-17
4441,Michelle,Bowman,1986-03-09,40303.82,2020-01-17
4442,Sean,Gardner,1995-03-24,49200.49,2020-11-05
4443,Maurice,Gutierrez,1981-09-04,91821.86,2019-06-18
4444,Donald,Fuller,1984-11-03,25810.86,2021-04-14
4445,Kimberly,Murphy,1977-11-08,6598.06,2020-10-31
4446,Patrick,White,1992-09-09,31485.28,2020-07-28
4447,Kenneth,Gonzalez,1980-06-04,84078.95,2018-10-01
4448,Mrs.,Lisa,1980-09-30,15221.48,2018-02-21
4449,Eric,Davis,1997-11-26,85169.44,2020-02-18
4450,Brian,Williams,1978-02-19,18059.05,2019-10-13
4451,Robert,Williams,1996-05-03,80883.53,2021-03-08
4452,Philip,Juarez,1997-09-19,74071.69,2018-02-08
4453,Rachel,Bailey,1985-06-05,51380.88,2018-10-17
4454,Helen,Jimenez,1996-07-21,90528.8,2020-05-16
4455,Stephanie,Brown,1987-05-19,60991.21,2021-01-21
4456,Brittany,Delacruz,1989-07-08,50708.8,2019-02-04
4457,Mr.,Marc,1982-05-12,30247.85,2018-09-21
4458,Louis,Simpson,1985-10-08,85130.17,2020-02-03
4459,Pedro,Bates,2000-05-06,64665.88,2018-09-23
4460,Nicole,Cooper,1993-03-19,54105.91,2019-11-08
4461,Alexis,Smith,1997-05-26,120.22,2018-08-19
4462,Erica,Hayes,2000-03-25,78631.07,2018-10-16
4463,William,Wagner,1989-01-15,61045.92,2020-01-28
4464,Alfred,Edwards,1978-04-04,69484.34,2020-01-05
4465,Sarah,Miller,1996-12-06,37294.8,2019-12-06
4466,David,Mitchell,1993-12-20,78961.28,2020-01-17
4467,Chris,Cook,1998-04-25,14098.43,2020-09-07
4468,David,Martin,1981-01-01,39869.18,2020-02-12
4469,Julia,Jones,1998-04-05,93796.66,2018-10-18
4470,Kristine,Navarro,1983-02-16,87350.99,2019-05-14
4471,Carrie,Butler,1980-07-26,91613.6,2021-06-17
4472,Jeremy,Garner,1979-11-27,46105.93,2020-07-31
4473,Jordan,Hardy,1999-10-06,11572.73,2020-11-13
4474,Randy,Daniels,1983-12-02,55273.08,2019-05-15
4475,Emma,Boyle,1979-09-08,19311.86,2021-08-28
4476,Jared,Cooper,1980-06-27,41433.7,2019-10-27
4477,Richard,Simpson,1996-04-10,60465.18,2021-03-02
4478,Mr.,Harold,1993-11-28,23008.75,2018-11-21
4479,Shelby,Davis,1991-04-23,65549.87,2019-03-10
4480,Madison,Hayes,1988-07-27,18355.03,2021-04-07
4481,Amanda,Jones,1991-09-26,38145.37,2019-09-14
4482,Allison,Kane,1994-12-18,38175.17,2021-07-15
4483,Matthew,Hunter,1986-08-22,77853.14,2021-04-06
4484,Betty,Santos,1980-06-14,7465.33,2020-11-25
4485,Monica,Lopez,1980-07-29,72581.72,2018-05-23
4486,Elizabeth,Terrell,2000-05-31,13313.73,2019-04-28
4487,Hunter,Martin,1991-05-02,59264.99,2021-07-30
4488,Kathleen,Stevenson,1989-02-20,36849.43,2021-10-16
4489,Michael,Johnson,1992-03-22,69968.5,2020-02-17
4490,Eric,Davis,1978-08-13,99832.65,2020-07-15
4491,Megan,Camacho,1978-04-17,3051.63,2018-01-24
4492,Hannah,Stout,1996-04-03,45472.46,2020-11-19
4493,Joseph,Hall,1980-04-30,36770.26,2020-10-22
4494,Amanda,Sharp,1991-06-12,31232.16,2021-12-06
4495,Larry,Gonzalez,1986-01-13,70100.82,2018-06-01
4496,David,Barajas,1998-08-30,17011.2,2021-11-09
4497,David,Lin,1980-06-15,94852.46,2018-04-13
4498,Sarah,Gibbs,1990-11-06,51353.73,2021-10-12
4499,Dustin,Rodriguez,1998-05-19,41574.84,2020-08-09
4500,Nichole,Harrison,1986-09-08,51122.53,2020-12-06
4501,Michael,Hopkins,1982-01-23,13686.38,2018-02-05
4502,Cole,White,1990-10-19,37273.32,2020-10-30
4503,Amanda,Jackson,1986-05-02,51381.61,2020-12-25
4504,Jill,Gonzales,1981-04-27,56737.24,2021-12-10
4505,Amanda,Hess,1979-08-14,63543.66,2021-01-26
4506,Tiffany,Webb,1986-12-15,65991.8,2019-11-19
4507,Jacqueline,Frye,1982-04-14,75641.35,2021-05-14
4508,Russell,Barry,1991-03-27,79840.58,2020-05-20
4509,Jordan,Herrera,2000-03-30,79604.61,2021-12-26
4510,Angela,Irwin,1984-06-20,63033.7,2021-02-15
4511,Terry,Ross,1990-04-23,9745.14,2018-12-13
4512,Mark,Webster,1998-06-28,65448.84,2021-07-22
4513,Perry,Villegas,1983-03-19,17399.6,2021-02-14
4514,Louis,Berg,1983-06-09,8318.21,2020-11-24
4515,Lori,Adams,1984-11-08,83064.49,2021-04-13
4516,Brendan,Byrd,1982-05-14,69405.97,2020-03-15
4517,Steve,Smith,1982-02-02,38122.41,2020-06-15
4518,Joel,Michael,1997-08-25,47491.54,2019-08-27
4519,Stacey,Meadows,1998-04-02,88097.05,2020-05-19
4520,Ivan,Brown,1998-07-11,10976.63,2019-11-09
4521,Amanda,King,1986-10-17,63444.64,2018-07-31
4522,Ashley,Lopez,1998-06-29,39421.43,2019-10-05
4523,Jenna,Holt,1993-12-15,56899.59,2018-01-12
4524,Erica,Gill,2000-02-21,39314.7,2021-07-21
4525,Miranda,Lee,1988-08-24,97498.52,2021-11-16
4526,Connor,Velez,1978-03-01,13796.68,2018-10-09
4527,Sara,Matthews,1977-07-12,98324.97,2019-05-15
4528,Mary,Mcfarland,1991-12-14,56257.97,2021-04-13
4529,Danny,Singh,1997-08-12,57309.39,2021-01-03
4530,Diane,Young,1998-02-12,84919.91,2018-06-19
4531,Alexandra,Farley,1977-08-06,69572.07,2019-06-19
4532,Madison,Wood,1990-03-04,74917.6,2018-12-12
4533,Gregory,Robinson,1991-01-02,68634.68,2018-08-09
4534,David,West,1977-01-14,57641.05,2020-03-09
4535,Eric,Brown,1977-07-08,33006.69,2020-11-25
4536,Jermaine,Santana,1987-12-10,12186.53,2021-09-25
4537,James,Lucas,1997-01-26,63848.06,2018-01-08
4538,Tracy,Lloyd,1990-05-22,18974.16,2021-01-17
4539,Jennifer,White,1996-10-21,66937.42,2019-12-14
4540,Adam,Brown,1998-11-30,66056.38,2018-07-20
4541,Chase,Lewis,1998-09-06,84012.03,2021-04-15
4542,Joel,Scott,1994-08-27,33195.15,2019-11-03
4543,Abigail,Robinson,1986-10-10,47590.42,2020-10-07
4544,Sara,Gonzalez,1981-07-16,43743.47,2020-03-29
4545,Lori,Roberts,1983-06-08,47129.87,2021-06-23
4546,Eric,Cox,1987-08-11,83248.33,2018-02-10
4547,Anna,Henry,1983-05-05,9111.79,2020-04-01
4548,Crystal,Nelson,1984-04-09,57496.36,2020-10-08
4549,Aaron,Morales,1994-12-29,94516.43,2020-03-04
4550,Jason,Hoffman,1997-11-14,80045.01,2019-11-03
4551,Andres,Young,1991-04-03,97162.75,2021-04-12
4552,Karen,Davis,1982-09-25,89663.32,2021-10-19
4553,Nicole,Sheppard,1999-12-10,93852.94,2020-12-09
4554,Deanna,Ray,1999-05-29,51853.39,2018-03-21
4555,Brendan,Scott,1996-08-05,39468.69,2020-08-17
4556,Amber,Davila,1983-11-16,60292.71,2021-03-01
4557,Troy,Taylor,1983-06-10,70380.5,2020-06-26
4558,Kristen,Parks,1983-07-14,53124.05,2018-03-07
4559,Elizabeth,Smith,1982-03-29,62262.13,2020-09-14
4560,James,Morales,1989-06-08,6518.09,2020-02-04
4561,Laura,Gordon,1987-10-12,52761.13,2020-04-21
4562,Ross,Murphy,1997-07-11,93258.07,2021-08-09
4563,Bryan,Waters,1987-03-07,94774.78,2020-12-19
4564,Debra,Chapman,1977-11-09,65225.79,2020-01-21
4565,Michael,Cox,1987-04-19,70595.94,2021-10-29
4566,Heather,Bennett,1977-03-11,60262.92,2020-11-29
4567,Robert,Jones,1982-12-26,68502.18,2020-05-01
4568,Jonathan,Nguyen,1994-11-24,99846.85,2021-09-11
4569,Laura,Wood,1996-04-17,65239.58,2018-07-05
4570,Mindy,Klein,1994-01-10,26709.43,2020-12-07
4571,Tristan,Hansen,1992-03-18,91182.95,2019-08-31
4572,Jonathan,York,1994-02-16,67786.13,2020-06-08
4573,Laura,James,1985-03-07,78735.94,2021-10-11
4574,Thomas,Huerta,1989-06-12,12099.04,2021-05-12
4575,Martha,Baker,1992-02-27,36118.29,2019-03-13
4576,Andrea,Ford,1984-09-28,92817.47,2018-11-05
4577,Sabrina,Kaiser,1980-09-25,2760.36,2018-01-11
4578,Christina,Wong,1997-03-02,63246.58,2019-01-10
4579,Paul,Trevino,1984-07-15,19108.09,2021-06-13
4580,Holly,Robinson,1996-12-06,7445.8,2018-12-14
4581,Carrie,Smith,1977-10-04,51265.81,2021-04-30
4582,Martin,Drake,1997-04-27,81437.17,2020-02-05
4583,Jonathan,Green,1985-10-13,60314.87,2018-06-04
4584,Michael,Rivera,1981-11-26,50359.11,2021-09-21
4585,Leslie,Ward,1995-05-04,73442.09,2020-02-20
4586,Brian,Hill,1990-12-24,73994.4,2021-04-07
4587,Adam,Porter,1990-03-28,15964.78,2019-01-06
4588,Austin,Smith,1986-09-26,2065.26,2018-01-21
4589,Kimberly,Taylor,1995-12-31,8513.29,2021-09-10
4590,Kimberly,Gray,1979-12-30,48250.77,2018-11-03
4591,John,Cortez,1994-05-22,71436.13,2021-01-30
4592,Diana,Stone,1987-05-25,77921.63,2018-12-17
4593,Regina,Collins,1997-02-04,88539.93,2021-03-09
4594,Micheal,Stone,2000-03-10,24665.66,2021-05-21
4595,Stacy,Singh,1985-06-08,21978.19,2021-11-30
4596,Justin,Chapman,1988-03-26,83650.24,2018-09-20
4597,Paul,Cochran,1993-03-29,25492.01,2020-10-21
4598,Kenneth,Sawyer,1979-03-31,35029.98,2018-09-28
4599,Jacob,Cowan,1987-12-15,40920.22,2019-08-13
4600,Joseph,Walker,1988-08-18,29743.26,2020-10-06
4601,Elizabeth,Smith,1985-09-06,41328.19,2019-08-10
4602,Dylan,Mejia,1992-07-02,11078.18,2018-04-23
4603,Cheryl,Bradford,1993-12-02,54276.28,2019-05-30
4604,Tracy,Martin,1983-09-13,39059.72,2021-06-09
4605,Alexander,Hart,1986-10-07,73808.36,2019-04-21
4606,Julian,Turner,1979-10-11,63981.42,2020-09-07
4607,Justin,Ferguson,1997-05-19,94969.86,2021-06-17
4608,Ryan,Ramos,1985-07-15,51200.45,2018-09-16
4609,Jimmy,Martin,1990-04-07,76507.17,2019-10-14
4610,James,Case,1978-07-22,8845.25,2019-10-27
4611,James,Jackson,1985-10-04,99749.96,2020-05-05
4612,Renee,Thomas,1998-06-13,38491.38,2021-04-05
4613,Rachel,Jenkins,1986-10-07,50731.91,2020-07-22
4614,Omar,Morris,1979-12-04,51638.15,2019-10-12
4615,Jesse,Nelson,1984-11-08,64196.58,2020-02-04
4616,Rodney,Torres,1981-10-12,52792.88,2018-12-01
4617,Paul,Whitehead,1979-01-15,55868.31,2020-08-17
4618,Patrick,Stuart,1983-08-24,4184.6,2018-06-21
4619,Deborah,Mccullough,1985-09-12,55531.98,2019-04-06
4620,Joseph,Peterson,1994-10-29,79251.92,2018-06-05
4621,Debra,Valentine,1979-03-19,45112.0,2019-02-08
4622,Troy,Rodriguez,1986-10-20,72735.22,2019-03-07
4623,George,Arnold,1993-09-18,73775.73,2018-06-05
4624,Lori,Kim,1992-06-14,46282.46,2018-03-31
4625,Alexander,Hernandez,1992-05-10,21489.38,2019-05-13
4626,Heidi,Riley,1979-05-22,76999.62,2018-04-11
4627,Timothy,Cochran,1982-01-23,37767.64,2020-01-11
4628,Curtis,Castro,1980-11-20,79391.44,2018-02-01
4629,Kevin,Russo,1999-09-10,50887.24,2019-08-22
4630,David,Aguilar,1983-06-14,41156.05,2019-10-15
4631,Alicia,Rodriguez,1986-07-12,66836.8,2019-06-08
4632,Evelyn,Hartman,1998-08-04,90803.63,2020-03-05
4633,Kelly,Sanchez,1980-06-28,92410.27,2018-04-24
4634,Lisa,Kirby,1983-06-26,53416.33,2018-08-07
4635,Felicia,Walsh,1999-01-27,98060.9,2020-11-13
4636,Rachel,Nguyen,1988-09-05,629.14,2018-12-19
4637,Sean,Gonzalez,1999-08-23,91627.16,2020-03-19
4638,Calvin,Holden,1978-08-31,31130.61,2020-07-13
4639,Jacob,Ware,1988-04-20,12349.54,2019-11-16
4640,Mary,Robbins,1991-06-15,83874.4,2018-06-12
4641,Robert,Cox,1982-04-13,97504.53,2018-08-19
4642,Maria,Cochran,1982-10-18,34836.49,2020-05-27
4643,Jesse,Scott,1992-01-01,76784.31,2020-05-29
4644,Eric,Baldwin,1992-02-19,4435.08,2021-05-09
4645,Alan,Smith,1977-04-28,44421.19,2020-07-23
4646,Jacqueline,Foster,1977-10-21,90520.53,2019-10-02
4647,Christopher,Hill,1980-11-01,44308.87,2021-11-28
4648,David,Villanueva,1977-11-15,5485.03,2021-08-11
4649,Zoe,Newman,1985-01-18,78139.15,2020-03-18
4650,Rachel,Johnson,1982-06-18,76225.91,2018-12-03
4651,Jessica,Ellis,1982-01-25,38586.75,2021-09-02
4652,Patricia,Hunter,1981-08-26,29637.82,2018-07-02
4653,Jonathan,Ross,1977-08-19,75240.65,2021-11-09
4654,Corey,Benson,1997-08-14,62066.31,2021-11-19
4655,Whitney,Mora,1984-07-07,46687.53,2020-05-19
4656,Christine,Young,1996-05-01,94772.22,2019-12-09
4657,Mrs.,Teresa,1998-05-07,83883.56,2021-09-01
4658,Edwin,Ramsey,1993-10-17,16973.33,2020-06-12
4659,Grace,Newton,1990-01-30,13572.24,2019-08-29
4660,Monique,Morales,1984-08-16,93629.12,2021-03-31
4661,Ashley,Hutchinson,1988-09-03,98780.44,2019-04-12
4662,Caitlin,Flynn,1985-03-23,14133.48,2021-09-17
4663,Kimberly,Smith,1990-05-17,92056.97,2020-03-31
4664,Elizabeth,Carlson,1987-11-11,68551.34,2019-04-30
4665,Ryan,Smith,1991-11-22,56456.15,2019-05-28
4666,Barbara,Hebert,1990-04-30,40016.14,2021-01-08
4667,Kevin,Gibson,1983-06-30,3030.64,2020-08-22
4668,Kevin,Davenport,1994-09-20,85183.39,2018-07-11
4669,Matthew,Moody,1997-09-08,31864.19,2021-02-09
4670,William,Brown,1998-06-06,16693.6,2018-01-08
4671,Sharon,Bowman,1992-08-30,74998.97,2019-11-16
4672,James,Taylor,1986-01-08,45937.02,2018-01-29
4673,Elizabeth,Smith,1985-12-07,34884.4,2021-09-28
4674,Brian,Nixon,1994-11-22,87695.85,2021-03-09
4675,Andrew,Landry,2000-01-10,27658.57,2018-01-18
4676,Matthew,Thomas,1981-12-28,15036.17,2021-12-29
4677,Angela,Rogers,1999-06-04,30499.56,2018-09-19
4678,Tyler,Byrd,1999-11-26,93228.76,2018-07-21
4679,Tracy,Gibson,1982-10-15,93207.39,2019-06-06
4680,Jill,Stone,1994-05-01,27068.39,2019-04-28
4681,Diane,Elliott,2000-06-02,25403.0,2018-12-27
4682,Christopher,Gonzalez,1982-02-24,9290.43,2020-02-03
4683,Lucas,Rodriguez,1977-06-14,2483.08,2018-04-06
4684,Melissa,Graves,1979-02-03,43503.23,2018-09-24
4685,Mark,Hall,1996-04-21,70236.25,2021-06-29
4686,Sarah,Kelley,1998-09-29,24840.61,2019-02-17
4687,Sara,Robles,1978-12-24,79728.75,2021-06-22
4688,Lacey,White,1980-03-22,43898.03,2019-12-02
4689,Patrick,Clark,1988-02-27,62524.81,2018-05-04
4690,Julian,Clark,1992-11-13,27903.28,2018-07-19
4691,Jeffrey,Reed,1984-01-24,35554.48,2019-04-16
4692,Scott,Dean,1984-06-05,91613.73,2018-03-09
4693,Gabriela,Lara,2000-05-21,2929.43,2020-08-10
4694,Patrick,Wade,1980-07-13,51118.55,2021-03-15
4695,Nicholas,Smith,1988-01-04,92345.13,2021-10-05
4696,Robert,Lyons,1992-01-18,13563.32,2020-06-27
4697,Lindsay,Williams,1998-06-17,56631.91,2018-04-06
4698,Amber,Ball,1999-05-22,82569.12,2021-12-01
4699,Danny,Gomez,1996-02-04,16512.12,2021-04-12
4700,Lonnie,Willis,1985-05-14,12947.99,2019-08-22
4701,Todd,Sampson,1993-01-08,93878.99,2018-09-10
4702,Todd,Gibson,1995-05-31,86125.45,2021-11-22
4703,Kenneth,Chapman,1998-03-05,14665.94,2019-03-05
4704,Tina,Patterson,1997-02-06,39021.58,2019-11-19
4705,Kenneth,French,1992-01-25,63135.51,2018-01-22
4706,Tammy,Stein,1977-02-27,63794.23,2021-06-16
4707,Marcus,Lee,1982-03-23,93867.01,2019-11-12
4708,Anthony,Copeland,1994-05-22,75120.42,2018-12-14
4709,Robin,Young,1994-05-08,48677.34,2021-04-14
4710,Bradley,Cook,1989-04-30,94798.69,2021-05-30
4711,Tina,Mcdaniel,1986-10-23,74392.14,2019-03-09
4712,Susan,Hall,1986-01-01,25964.63,2020-05-31
4713,Andre,Pratt,1985-06-21,70100.09,2019-05-29
4714,Hunter,Smith,1981-03-25,28972.73,2020-05-02
4715,Catherine,Koch,1985-10-14,15082.55,2021-10-13
4716,Erin,Duncan,1986-01-14,54914.18,2019-09-02
4717,Katherine,Allen,1991-05-01,52495.58,2019-10-30
4718,Brian,Bradley,1994-02-06,52420.75,2019-04-19
4719,Ronald,Smith,1984-10-31,61267.9,2018-01-20
4720,Roger,Brown,1990-10-24,24724.86,2019-12-07
4721,Nicole,Newton,1995-04-29,58075.5,2019-05-11
4722,Charles,Clarke,1981-03-10,81199.17,2021-06-10
4723,Rodney,Hancock,1993-02-17,10518.34,2018-08-24
4724,Jamie,Lee,1991-12-14,39225.92,2021-11-25
4725,Elizabeth,Contreras,1995-01-07,95133.85,2018-02-06
4726,Jill,Edwards,1979-07-05,64653.27,2019-06-23
4727,Regina,Henson,1985-03-07,88868.26,2021-02-27
4728,Sarah,Green,1997-02-02,12157.21,2020-03-06
4729,Kenneth,Thompson,1983-06-18,80000.9,2021-05-05
4730,Christopher,Williams,1978-01-06,66954.32,2020-04-28
4731,Jennifer,Moore,1982-06-29,81605.68,2019-07-18
4732,Natasha,Rocha,1978-09-05,64845.71,2021-03-03
4733,Richard,Smith,1993-03-10,25955.42,2018-12-21
4734,Jacob,Robertson,1996-03-23,87986.01,2021-05-17
4735,Erin,Roberts,1996-12-09,452.92,2021-10-12
4736,Christopher,Owens,1986-07-14,11617.01,2020-02-14
4737,Matthew,Hawkins,1999-10-24,9678.58,2019-08-10
4738,Christine,Fletcher,1980-02-04,91169.42,2021-12-23
4739,David,Moore,1977-06-04,15542.27,2021-11-15
4740,Michael,Murphy,1986-11-12,79752.32,2019-10-28
4741,Amanda,Price,1982-08-01,73255.52,2021-11-09
4742,Jennifer,Drake,1980-04-15,82944.93,2020-06-03
4743,Stacey,Smith,1981-07-15,2295.27,2021-02-05
4744,Kevin,Jones,1987-04-01,11590.75,2019-08-02
4745,Emily,Campbell,1984-02-15,40829.17,2021-07-12
4746,Barbara,Young,1980-11-04,23894.02,2020-09-27
4747,Daniel,Dougherty,1995-08-09,98883.44,2021-11-20
4748,Kathleen,Smith,1998-10-15,3622.06,2021-07-02
4749,Michael,Moore,1995-09-09,33064.82,2019-05-29
4750,Nicole,Brennan,1987-01-06,36938.17,2021-10-02
4751,Robert,Hutchinson,1979-07-31,88765.85,2019-04-26
4752,Robert,Valdez,1998-08-10,9042.14,2021-12-08
4753,Brenda,Fleming,1986-04-03,10064.83,2020-08-18
4754,Chelsea,Johnson,1995-07-23,37971.07,2021-09-17
4755,Elizabeth,Williams,1987-04-03,98204.05,2018-01-06
4756,Molly,Lawson,1979-06-01,42337.67,2020-10-17
4757,Patricia,Anderson,1998-06-08,90700.6,2020-08-31
4758,Karen,Cannon,1987-03-30,13994.5,2020-08-30
4759,Mr.,Joshua,1981-05-30,50212.46,2021-04-29
4760,Jeffrey,Wilson,1979-09-11,1383.83,2018-06-17
4761,Timothy,Phillips,1978-06-22,41230.51,2018-05-27
4762,Richard,Richardson,1984-10-13,54600.87,2018-09-17
4763,Nicole,Brown,1982-05-24,55395.79,2018-02-13
4764,Tracy,Schmidt,1987-12-09,59635.77,2020-10-14
4765,Angel,Lang,1988-09-19,14104.0,2021-09-02
4766,Diane,Jackson,1982-01-11,36452.79,2020-06-27
4767,Kendra,Collins,1985-09-12,864.6,2019-03-04
4768,Antonio,Maldonado,1992-02-13,21726.42,2021-08-21
4769,Megan,Walker,1991-09-26,69823.64,2018-04-11
4770,Katie,Jackson,1985-06-24,90585.29,2020-02-16
4771,Michael,Norris,1984-06-09,60249.12,2019-05-07
4772,Marco,Jones,1988-04-21,81855.73,2021-02-05
4773,Mrs.,Abigail,1994-05-15,9856.2,2018-10-29
4774,Donald,Jones,1981-09-21,37414.27,2020-10-17
4775,Carl,Carson,1982-07-14,50861.14,2021-07-04
4776,Joshua,Sanders,1993-12-02,7561.85,2018-02-02
4777,Kimberly,Ramirez,1988-07-21,42721.58,2019-05-28
4778,Belinda,Stevens,1978-11-09,16389.82,2018-02-02
4779,David,Rivera,1983-07-21,18328.39,2021-06-12
4780,Walter,Glover,1980-08-30,65000.5,2018-09-21
4781,Victoria,Howard,1985-04-13,3679.95,2018-06-05
4782,Frederick,Wilson,1977-07-07,26723.0,2021-11-02
4783,Rachel,Powell,1981-04-24,92158.07,2018-09-08
4784,Michael,Campbell,1994-07-24,32333.09,2020-09-27
4785,Tonya,Raymond,1997-05-25,60439.99,2018-09-17
4786,Barbara,Charles,1996-02-08,75530.95,2019-12-22
4787,Charles,Robertson,1998-12-10,24414.34,2018-07-31
4788,Rodney,Rodriguez,1991-12-28,93807.6,2021-04-29
4789,Anthony,Huang,1999-09-04,38594.47,2020-12-05
4790,Melissa,Medina,1998-05-21,95704.07,2020-10-02
4791,Julia,Robinson,1991-03-14,63112.93,2020-12-05
4792,Jennifer,Pope,1992-12-26,10789.78,2018-09-19
4793,Christian,King,1994-02-02,48977.53,2021-05-21
4794,Edward,Turner,1984-06-21,88966.82,2021-10-23
4795,Kelly,Lopez,1993-12-30,64744.41,2020-05-21
4796,Dean,Hill,1989-09-07,33514.35,2019-03-22
4797,Jordan,Lyons,1993-12-14,99927.5,2021-08-26
4798,Monica,King,1993-08-31,33367.52,2021-09-15
4799,Heather,Clark,1998-02-16,36578.33,2019-01-18
4800,Bryan,Myers,1996-03-20,28021.02,2021-09-16
4801,Brian,Hart,1984-08-22,2840.04,2019-03-12
4802,Linda,Banks,1987-06-29,88506.2,2018-12-24
4803,Taylor,Graham,1991-04-20,66811.18,2019-11-27
4804,Emily,Burns,1982-02-04,34224.69,2020-06-05
4805,Katrina,Olson,1977-07-26,76466.17,2018-08-31
4806,Christopher,Brock,1994-05-22,99808.09,2020-11-12
4807,Taylor,Brooks,1980-11-30,90710.74,2021-09-29
4808,Travis,Smith,1984-01-16,37944.59,2019-10-16
4809,Luis,Rivera,1981-09-06,52671.5,2018-08-11
